person_age,person_gender,person_education,person_income,person_employment_experience,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_history_length,credit_score,previous_loan_defaults,loan_status
26,female,bachelor,94635.0,2,rent,22500.0,home_improvement,17.56,3.0,643,no,1
23,male,high_school,120966.0,0,rent,22500.0,personal,12.87,2.0,565,no,0
23,male,master,124437.0,0,rent,22500.0,personal,15.7,2.0,718,yes,0
25,male,bachelor,162994.25,3,mortgage,9000.0,education,11.01,3.0,625,yes,0
25,male,bachelor,162994.25,0,own,15000.0,venture,11.14,4.0,614,yes,0
24,female,bachelor,162994.25,2,mortgage,20000.0,venture,16.0,3.0,690,yes,0
26,female,associate,162994.25,5,mortgage,13750.0,debt_consolidation,11.01,4.0,579,yes,0
21,female,high_school,162994.25,1,mortgage,15250.0,venture,15.31,4.0,648,no,0
25,male,master,162994.25,3,mortgage,20000.0,venture,13.47,2.0,531,yes,0
22,male,associate,21205.0,0,mortgage,4750.0,home_improvement,13.85,2.0,658,no,1
25,female,bachelor,135292.0,3,rent,22500.0,personal,11.01,3.0,574,no,0
21,male,high_school,21363.0,2,mortgage,6000.0,venture,10.39,4.0,671,no,1
25,male,high_school,139035.0,7,rent,22500.0,home_improvement,11.36,2.0,633,no,0
22,female,bachelor,130762.0,3,rent,22500.0,home_improvement,14.96,3.0,683,no,1
22,female,bachelor,52596.0,0,rent,22500.0,debt_consolidation,13.85,3.0,693,no,1
23,female,bachelor,57326.0,2,rent,22500.0,venture,11.58,4.0,603,no,1
24,female,high_school,58262.0,1,rent,22500.0,venture,16.29,2.0,522,no,1
26,female,high_school,58620.0,4,rent,22500.0,medical,11.01,3.0,664,no,1
21,female,master,55113.0,0,rent,22500.0,education,16.29,2.0,645,no,1
25,male,bachelor,63361.0,2,rent,22500.0,personal,10.74,2.0,592,no,1
22,female,associate,22107.0,4,mortgage,2250.0,education,15.27,3.0,636,yes,0
24,female,bachelor,57356.0,3,rent,22500.0,personal,17.8,2.0,672,no,1
22,female,bachelor,21790.0,0,mortgage,1000.0,venture,11.36,2.0,686,yes,0
22,female,high_school,59680.0,0,rent,22500.0,medical,17.56,4.0,590,no,1
26,female,master,72720.0,2,rent,22500.0,personal,7.9,4.0,636,no,1
25,female,high_school,73024.0,5,rent,22500.0,personal,10.99,4.0,580,no,1
22,male,bachelor,73110.0,0,rent,22500.0,personal,7.29,3.0,674,no,1
21,female,associate,72902.0,0,rent,22500.0,medical,10.75,2.0,601,no,1
26,female,high_school,75416.0,4,rent,22500.0,debt_consolidation,7.9,3.0,620,no,1
22,male,master,75959.0,0,rent,22500.0,education,14.84,2.0,642,no,1
26,male,associate,79222.0,7,rent,22500.0,debt_consolidation,11.01,2.0,616,no,1
22,female,associate,21824.0,0,mortgage,4975.0,education,11.01,3.0,588,no,1
23,male,bachelor,80313.0,1,rent,22500.0,venture,11.01,4.0,632,no,1
24,male,high_school,72647.0,5,rent,22500.0,venture,14.96,4.0,556,no,1
25,male,bachelor,80492.0,4,rent,22500.0,education,6.99,3.0,602,no,1
22,male,high_school,75646.0,0,rent,22500.0,personal,16.45,4.0,639,no,1
24,male,associate,85223.0,3,rent,22500.0,education,10.99,4.0,603,no,1
23,male,associate,89735.0,2,rent,22500.0,debt_consolidation,10.99,2.0,689,no,1
22,male,high_school,22364.0,4,own,3000.0,personal,7.9,4.0,672,no,1
22,female,master,90780.0,2,rent,22500.0,education,12.69,4.0,499,no,1
24,male,bachelor,90889.0,1,rent,22500.0,medical,10.37,3.0,643,no,1
24,male,bachelor,90911.0,2,rent,22500.0,home_improvement,11.01,3.0,589,no,1
26,male,master,83953.0,2,rent,22500.0,debt_consolidation,15.83,3.0,646,no,1
23,male,associate,94644.0,1,rent,22500.0,personal,13.92,3.0,613,no,1
22,female,high_school,22616.0,0,own,2000.0,venture,11.49,3.0,567,no,0
24,female,bachelor,96989.0,4,rent,22500.0,medical,10.25,2.0,603,no,0
22,female,associate,22867.0,3,own,3500.0,home_improvement,7.49,4.0,647,no,1
23,female,master,22583.0,1,own,4000.0,education,5.99,2.0,645,no,1
23,female,bachelor,90900.0,0,rent,22500.0,personal,12.92,2.0,672,no,1
26,female,master,107641.0,6,rent,22500.0,personal,11.58,3.0,648,no,0
25,male,high_school,114870.0,4,rent,22500.0,education,8.9,2.0,653,no,0
25,female,master,114958.0,2,rent,22500.0,venture,6.54,4.0,704,yes,0
21,female,master,22882.0,0,own,4900.0,home_improvement,14.54,4.0,674,no,1
21,female,bachelor,22392.0,0,own,5000.0,education,11.11,2.0,594,no,1
26,female,high_school,120498.0,5,rent,22500.0,personal,12.73,4.0,626,no,0
24,female,master,132873.0,2,rent,22500.0,venture,15.62,4.0,701,yes,0
24,male,associate,22635.0,3,own,6250.0,home_improvement,6.54,4.0,602,no,1
22,female,associate,118299.0,0,rent,22500.0,debt_consolidation,11.01,2.0,503,no,1
22,female,high_school,144904.0,0,rent,22500.0,education,9.91,4.0,638,no,0
24,female,bachelor,144882.0,2,rent,22500.0,venture,12.69,4.0,646,yes,0
24,male,master,149622.0,4,rent,22500.0,personal,16.49,4.0,684,yes,0
23,male,bachelor,22957.0,1,mortgage,2500.0,medical,15.95,2.0,594,no,1
24,male,master,157225.0,1,rent,22500.0,debt_consolidation,11.49,3.0,538,yes,0
25,female,bachelor,162994.25,3,rent,22500.0,personal,10.99,2.0,662,no,0
24,male,high_school,162994.25,2,rent,22500.0,home_improvement,13.79,2.0,636,yes,0
23,male,master,162994.25,0,rent,22500.0,debt_consolidation,16.0,2.0,714,no,1
24,male,associate,22684.0,0,own,13000.0,personal,7.88,3.0,640,no,1
21,male,bachelor,22366.0,0,own,6250.0,venture,10.62,4.0,637,no,1
21,male,bachelor,22673.0,0,own,2500.0,personal,11.36,3.0,670,yes,0
24,male,associate,53633.0,4,rent,22500.0,home_improvement,11.01,2.0,678,no,1
23,female,master,144983.0,2,rent,22500.0,medical,13.47,2.0,676,no,0
24,female,high_school,67032.0,2,rent,22500.0,personal,11.89,3.0,624,no,1
24,male,high_school,22664.0,0,mortgage,10000.0,debt_consolidation,12.18,2.0,649,no,1
25,male,high_school,123299.0,0,rent,22500.0,debt_consolidation,13.49,4.0,555,yes,0
23,female,associate,91275.0,0,rent,22500.0,personal,14.5,4.0,613,no,1
22,male,bachelor,22564.0,1,own,4000.0,medical,11.01,2.0,684,no,1
22,male,bachelor,22786.0,0,own,5400.0,medical,15.31,2.0,647,no,1
25,male,high_school,22450.0,4,mortgage,4000.0,medical,11.01,3.0,580,no,1
21,female,bachelor,22666.0,0,own,3375.0,venture,11.01,2.0,630,no,1
22,male,bachelor,81701.0,1,rent,22500.0,venture,7.49,2.0,589,no,1
22,male,high_school,52984.0,0,rent,22500.0,personal,11.01,3.0,621,no,1
25,female,master,68579.0,1,rent,22500.0,education,11.01,2.0,665,no,1
23,female,bachelor,73014.0,0,rent,22500.0,venture,12.18,4.0,668,no,1
24,female,bachelor,22608.0,2,mortgage,1200.0,venture,11.34,4.0,615,yes,0
25,female,high_school,76932.0,2,rent,22500.0,education,9.91,3.0,604,no,1
24,male,high_school,78955.0,1,rent,22500.0,home_improvement,11.99,4.0,620,no,1
23,male,master,82567.0,0,rent,22500.0,education,9.62,2.0,558,no,1
22,male,bachelor,22466.0,0,own,3000.0,debt_consolidation,9.96,3.0,603,no,1
25,male,bachelor,97251.0,2,rent,22500.0,venture,11.01,2.0,683,yes,0
24,male,associate,106607.0,1,rent,22500.0,venture,14.54,2.0,641,no,1
22,male,bachelor,71385.0,0,rent,22500.0,medical,11.36,4.0,521,no,1
23,female,bachelor,84865.0,3,rent,22500.0,debt_consolidation,14.27,2.0,655,no,1
24,male,bachelor,22789.0,1,own,3000.0,home_improvement,11.99,3.0,663,no,1
26,female,bachelor,84801.0,4,rent,22500.0,education,18.99,2.0,605,no,1
24,male,bachelor,88421.0,4,rent,22400.0,venture,16.7,4.0,708,no,1
24,male,high_school,23071.0,3,mortgage,5000.0,personal,9.32,3.0,571,no,1
23,male,bachelor,43042.0,1,rent,22250.0,debt_consolidation,12.69,3.0,678,no,1
25,female,high_school,53119.0,1,rent,22000.0,home_improvement,13.11,2.0,597,no,1
25,male,bachelor,63311.0,1,rent,22000.0,personal,10.74,2.0,689,no,1
21,male,bachelor,23597.0,0,mortgage,4200.0,personal,14.11,4.0,675,no,1
22,female,high_school,69308.0,1,rent,22000.0,education,9.63,3.0,591,no,1
25,female,high_school,70598.0,5,rent,22000.0,medical,14.65,2.0,616,no,1
23,female,high_school,73044.0,0,rent,22000.0,debt_consolidation,10.25,4.0,640,no,1
24,male,bachelor,73043.0,0,rent,22000.0,venture,14.26,2.0,593,no,1
25,female,bachelor,23627.0,4,mortgage,3000.0,education,9.91,2.0,649,no,1
26,male,bachelor,68198.0,4,rent,22000.0,medical,17.19,3.0,645,no,1
22,female,high_school,85089.0,0,rent,22000.0,education,11.36,4.0,537,no,1
22,female,bachelor,80358.0,0,rent,22000.0,education,11.01,2.0,635,no,1
23,female,bachelor,90025.0,0,rent,22000.0,debt_consolidation,10.59,3.0,640,yes,0
24,female,master,93232.0,2,rent,22000.0,education,9.25,2.0,625,no,0
22,female,master,23497.0,0,own,3625.0,medical,8.49,3.0,557,no,1
26,male,associate,93314.0,8,rent,22000.0,venture,6.54,3.0,643,no,0
21,female,associate,23543.0,0,own,6000.0,medical,8.49,3.0,631,no,1
24,male,bachelor,97038.0,0,rent,22000.0,medical,11.01,4.0,653,yes,0
26,female,associate,100246.0,1,rent,22000.0,venture,12.69,2.0,623,yes,0
24,female,bachelor,23667.0,3,own,7400.0,medical,13.85,2.0,662,no,1
25,male,associate,23719.0,2,own,4000.0,debt_consolidation,7.4,3.0,667,no,1
23,male,high_school,101575.0,1,rent,22000.0,debt_consolidation,11.71,4.0,586,no,0
25,female,master,94168.0,3,rent,22000.0,personal,11.48,3.0,719,no,1
25,male,master,99394.0,1,rent,22000.0,education,17.51,2.0,646,no,1
21,male,high_school,23504.0,0,mortgage,3500.0,debt_consolidation,14.61,3.0,646,no,1
23,male,bachelor,120500.0,3,rent,22000.0,debt_consolidation,7.88,4.0,646,no,0
23,female,bachelor,133195.0,1,rent,22000.0,personal,11.01,3.0,643,yes,0
22,male,bachelor,24148.0,1,mortgage,4950.0,personal,11.71,2.0,594,no,1
25,male,bachelor,69353.0,1,rent,21700.0,personal,11.99,2.0,664,no,1
24,male,high_school,65946.0,0,rent,21600.0,venture,13.49,2.0,605,no,1
23,female,high_school,68677.0,0,rent,21600.0,medical,19.62,4.0,646,no,1
26,female,associate,76687.0,3,rent,21600.0,debt_consolidation,14.35,3.0,655,no,1
22,female,bachelor,99087.0,0,rent,21600.0,personal,13.61,3.0,597,no,0
22,male,high_school,94523.0,0,rent,21600.0,debt_consolidation,11.26,3.0,679,no,1
22,female,high_school,24092.0,0,own,2400.0,venture,10.59,3.0,654,no,0
24,female,bachelor,135365.0,1,rent,21600.0,medical,7.9,2.0,556,no,0
24,male,associate,24420.0,2,mortgage,7000.0,home_improvement,5.99,4.0,694,no,1
25,male,high_school,23948.0,3,own,3000.0,education,11.99,4.0,587,no,1
24,female,associate,71718.0,2,rent,21500.0,medical,16.89,3.0,620,no,1
24,female,master,84999.0,0,rent,21500.0,home_improvement,9.99,3.0,701,no,1
24,female,high_school,140396.0,4,rent,21500.0,education,15.33,3.0,572,yes,0
25,male,high_school,73404.0,4,rent,21450.0,education,7.29,4.0,671,no,1
22,male,high_school,38473.0,0,rent,21250.0,debt_consolidation,12.42,3.0,599,no,1
25,male,associate,57546.0,3,rent,21250.0,venture,10.99,2.0,610,no,1
25,male,bachelor,62422.0,4,rent,21250.0,venture,6.91,2.0,588,no,1
22,male,bachelor,23993.0,1,mortgage,5000.0,debt_consolidation,14.17,2.0,691,no,1
22,male,high_school,64732.0,0,rent,21250.0,medical,10.25,3.0,645,no,1
26,male,associate,23955.0,2,own,9250.0,education,11.01,2.0,618,no,1
24,male,bachelor,68154.0,2,rent,21250.0,venture,15.95,3.0,672,no,1
24,female,associate,79138.0,2,rent,21250.0,education,15.95,4.0,650,no,1
21,male,high_school,42536.0,0,rent,21000.0,venture,12.53,4.0,687,no,1
22,male,associate,23888.0,0,mortgage,1400.0,home_improvement,14.91,4.0,535,no,1
23,male,associate,24013.0,0,mortgage,3000.0,medical,11.01,4.0,604,no,1
26,female,bachelor,48929.0,6,rent,21000.0,medical,6.54,4.0,601,no,1
25,female,associate,24121.0,1,own,1000.0,venture,11.01,3.0,612,yes,0
26,male,bachelor,51379.0,5,rent,21000.0,medical,17.26,4.0,666,no,1
23,male,high_school,76364.0,0,rent,21000.0,medical,11.36,2.0,645,no,1
26,male,bachelor,24297.0,3,mortgage,4000.0,venture,7.51,4.0,678,no,1
22,female,bachelor,71599.0,0,rent,21000.0,personal,10.71,3.0,644,no,1
22,male,associate,85496.0,1,rent,21000.0,personal,13.98,4.0,614,yes,0
26,female,associate,79163.0,3,rent,21000.0,debt_consolidation,14.09,3.0,627,no,1
22,male,master,90944.0,0,rent,21000.0,education,10.0,3.0,523,yes,0
22,female,master,23973.0,0,mortgage,5000.0,medical,15.33,3.0,571,no,1
25,female,high_school,75181.0,4,rent,21000.0,medical,16.32,4.0,546,no,1
24,female,associate,95767.0,2,rent,21000.0,home_improvement,7.9,2.0,640,no,0
23,female,master,96788.0,1,rent,21000.0,medical,11.99,3.0,648,yes,0
24,male,high_school,101708.0,2,rent,21000.0,medical,10.75,4.0,593,no,0
26,male,associate,103023.0,4,rent,21000.0,home_improvement,13.92,3.0,658,yes,0
22,male,bachelor,113027.0,2,rent,21000.0,education,9.91,3.0,701,no,0
26,female,bachelor,98366.0,4,rent,21000.0,education,16.95,3.0,702,no,1
26,male,associate,117668.0,0,rent,21000.0,education,7.9,3.0,711,yes,0
26,male,bachelor,117297.0,4,rent,21000.0,education,11.01,3.0,570,yes,0
25,female,associate,120885.0,4,rent,21000.0,personal,16.49,3.0,637,no,1
26,female,associate,24183.0,5,other,7500.0,personal,11.97,2.0,621,no,1
21,male,high_school,23664.0,1,mortgage,6250.0,debt_consolidation,6.17,3.0,637,no,1
26,male,associate,150692.0,7,rent,21000.0,home_improvement,8.9,2.0,534,no,0
25,female,high_school,151100.0,2,rent,21000.0,education,12.99,3.0,577,yes,0
23,male,bachelor,99197.0,1,rent,20900.0,personal,12.69,2.0,638,no,0
21,female,associate,24468.0,0,mortgage,15000.0,education,9.64,2.0,548,no,1
26,female,high_school,61015.0,2,rent,20500.0,venture,7.49,3.0,676,no,1
23,male,associate,84845.0,0,rent,20500.0,education,13.16,3.0,641,no,0
22,female,associate,24872.0,0,own,2100.0,education,8.38,4.0,630,yes,0
23,male,bachelor,65613.0,0,rent,20375.0,personal,7.49,2.0,518,no,1
26,male,high_school,32325.0,4,rent,20050.0,education,9.76,2.0,652,no,1
24,female,associate,40881.0,0,rent,20000.0,debt_consolidation,10.99,3.0,600,no,1
23,male,associate,24766.0,0,own,5000.0,personal,11.71,4.0,649,no,0
22,female,associate,24995.0,0,own,9250.0,personal,10.65,4.0,576,yes,0
24,male,master,43287.0,0,rent,20000.0,medical,12.53,4.0,600,no,1
25,male,bachelor,46375.0,2,rent,20000.0,medical,14.59,4.0,654,no,1
23,female,high_school,39416.0,0,rent,20000.0,debt_consolidation,12.61,4.0,593,no,1
25,male,associate,46636.0,2,rent,20000.0,medical,13.11,2.0,614,no,1
23,male,associate,25168.0,0,mortgage,6400.0,medical,10.65,4.0,638,no,0
25,male,bachelor,47473.0,3,rent,20000.0,personal,11.22,4.0,633,no,1
23,female,high_school,40632.0,0,rent,20000.0,education,16.0,2.0,649,no,1
25,female,associate,41468.0,2,rent,20000.0,home_improvement,8.88,4.0,591,no,1
24,male,high_school,48897.0,2,rent,20000.0,personal,12.53,3.0,656,no,1
21,male,bachelor,44226.0,0,rent,20000.0,medical,11.01,2.0,637,no,1
26,male,bachelor,25012.0,3,mortgage,4800.0,medical,5.99,3.0,682,yes,0
25,male,associate,51210.0,4,rent,20000.0,education,13.47,4.0,645,no,1
22,male,high_school,51305.0,1,rent,20000.0,venture,6.99,4.0,602,no,1
25,male,bachelor,25295.0,3,own,5650.0,personal,15.99,2.0,637,yes,0
23,female,associate,24930.0,0,mortgage,3625.0,education,11.01,3.0,662,yes,0
22,male,high_school,45716.0,0,rent,20000.0,debt_consolidation,16.69,3.0,498,no,1
25,male,bachelor,46683.0,3,rent,20000.0,medical,11.11,4.0,636,no,1
22,female,associate,54870.0,0,rent,20000.0,education,7.9,4.0,631,no,1
23,male,associate,55291.0,3,rent,20000.0,personal,10.25,2.0,632,no,1
24,female,high_school,54919.0,4,rent,20000.0,medical,11.01,2.0,670,no,1
23,female,bachelor,25141.0,0,own,1200.0,medical,7.49,3.0,700,no,0
22,male,high_school,54899.0,0,rent,20000.0,debt_consolidation,13.92,3.0,650,no,1
24,male,associate,47903.0,0,rent,20000.0,medical,14.74,2.0,665,no,1
24,male,associate,56744.0,0,rent,20000.0,education,10.62,2.0,582,no,1
22,male,associate,58440.0,0,rent,20000.0,venture,10.65,3.0,656,no,1
22,female,associate,51628.0,0,rent,20000.0,personal,12.99,3.0,635,no,1
22,male,high_school,58859.0,1,rent,20000.0,venture,11.36,4.0,672,no,1
22,female,associate,24521.0,0,own,7500.0,education,5.79,4.0,612,yes,0
23,female,master,60235.0,4,rent,20000.0,education,6.54,4.0,615,no,1
25,female,master,25654.0,6,mortgage,4000.0,venture,5.79,2.0,725,no,0
25,female,bachelor,61114.0,1,rent,20000.0,debt_consolidation,7.49,3.0,639,no,1
25,female,bachelor,60990.0,1,rent,20000.0,education,13.43,2.0,691,no,1
22,female,bachelor,61072.0,0,rent,20000.0,debt_consolidation,13.22,2.0,681,no,1
22,male,associate,25229.0,1,own,5000.0,venture,14.72,3.0,604,yes,0
22,female,associate,53980.0,0,rent,20000.0,education,15.68,4.0,688,no,1
24,male,bachelor,61918.0,2,rent,20000.0,medical,11.01,3.0,672,no,1
25,female,bachelor,62299.0,3,rent,20000.0,home_improvement,11.48,3.0,680,no,1
24,male,master,62192.0,3,rent,20000.0,venture,10.38,3.0,640,no,1
22,male,bachelor,62045.0,0,rent,20000.0,education,12.53,3.0,629,no,1
22,male,bachelor,62350.0,1,rent,20000.0,education,13.47,2.0,677,no,1
24,female,associate,62508.0,0,rent,20000.0,venture,12.21,4.0,571,no,1
25,male,high_school,63607.0,2,rent,20000.0,venture,10.99,3.0,647,no,1
25,male,associate,63921.0,3,rent,20000.0,education,11.36,4.0,568,no,1
22,male,bachelor,56273.0,0,rent,20000.0,debt_consolidation,16.0,4.0,700,no,1
26,male,bachelor,24569.0,4,mortgage,1500.0,personal,7.74,3.0,570,yes,0
24,male,high_school,63481.0,3,rent,20000.0,education,15.65,2.0,633,no,1
25,male,high_school,56451.0,0,rent,20000.0,debt_consolidation,11.78,2.0,646,no,1
24,female,associate,63897.0,0,rent,20000.0,home_improvement,11.01,3.0,614,no,1
22,female,high_school,57193.0,0,rent,20000.0,medical,16.77,3.0,532,no,1
22,male,associate,65874.0,0,rent,20000.0,education,9.91,4.0,617,no,1
23,female,associate,58705.0,3,rent,20000.0,medical,15.65,4.0,603,no,1
23,male,high_school,58236.0,2,rent,20000.0,medical,14.96,3.0,588,no,1
23,male,associate,65738.0,0,rent,20000.0,venture,11.83,4.0,668,no,1
24,male,high_school,59765.0,2,rent,20000.0,medical,11.66,4.0,643,no,1
26,male,high_school,67019.0,2,rent,20000.0,education,12.18,4.0,639,no,1
24,female,associate,67265.0,2,rent,20000.0,home_improvement,6.91,2.0,525,no,1
25,male,bachelor,66906.0,3,rent,20000.0,debt_consolidation,6.91,3.0,666,no,1
26,female,associate,59603.0,7,rent,20000.0,home_improvement,19.62,3.0,642,no,1
25,male,high_school,67174.0,2,rent,20000.0,venture,9.88,4.0,646,no,1
22,female,associate,24993.0,1,mortgage,16600.0,personal,9.76,3.0,634,yes,0
23,male,associate,66844.0,0,rent,20000.0,debt_consolidation,12.53,2.0,655,no,1
25,female,associate,67482.0,6,rent,20000.0,venture,11.01,4.0,682,no,1
23,male,high_school,24853.0,0,mortgage,7125.0,personal,6.99,2.0,631,yes,0
23,male,master,69387.0,2,rent,20000.0,education,16.89,2.0,600,no,1
22,female,high_school,62379.0,0,rent,20000.0,personal,17.49,4.0,641,no,1
23,male,bachelor,24853.0,0,mortgage,2500.0,education,16.82,2.0,524,yes,0
26,male,associate,24751.0,2,mortgage,3600.0,home_improvement,11.01,2.0,669,yes,0
22,female,associate,70529.0,1,rent,20000.0,debt_consolidation,13.11,2.0,593,no,1
23,female,associate,71255.0,2,rent,20000.0,debt_consolidation,7.66,3.0,654,no,1
26,male,master,71761.0,3,rent,20000.0,medical,6.17,3.0,665,no,1
26,male,bachelor,64550.0,8,rent,20000.0,personal,16.35,4.0,649,no,1
23,female,bachelor,72969.0,1,rent,20000.0,medical,7.9,2.0,579,no,1
24,female,bachelor,66060.0,4,rent,20000.0,venture,16.49,2.0,671,no,1
21,male,bachelor,25666.0,0,own,3550.0,venture,11.01,4.0,693,yes,0
26,male,associate,25229.0,3,mortgage,7000.0,home_improvement,8.0,2.0,626,yes,0
24,female,master,72762.0,6,rent,20000.0,personal,10.99,2.0,677,no,1
24,male,master,25451.0,3,own,7750.0,venture,6.91,3.0,594,no,0
25,female,bachelor,65742.0,1,rent,20000.0,personal,8.88,3.0,592,no,1
24,male,bachelor,73352.0,1,rent,20000.0,venture,11.01,4.0,583,no,1
23,male,master,65733.0,0,rent,20000.0,debt_consolidation,14.84,3.0,592,no,1
23,male,associate,65802.0,3,rent,20000.0,personal,11.12,2.0,628,no,1
22,male,bachelor,72562.0,1,rent,20000.0,education,7.88,3.0,567,no,1
25,female,associate,73028.0,1,rent,20000.0,education,11.01,2.0,654,no,1
22,male,associate,25537.0,0,mortgage,6000.0,education,15.99,4.0,623,no,0
24,male,associate,25526.0,1,mortgage,5500.0,debt_consolidation,10.99,4.0,661,yes,0
25,male,bachelor,73266.0,1,rent,20000.0,education,11.01,3.0,658,no,1
25,male,high_school,65555.0,1,rent,20000.0,personal,15.65,3.0,667,no,1
24,female,high_school,65678.0,4,rent,20000.0,personal,17.04,3.0,602,no,1
23,female,bachelor,73286.0,3,rent,20000.0,education,12.21,2.0,687,no,1
21,male,associate,25416.0,1,own,1275.0,education,15.23,3.0,626,yes,0
25,female,high_school,65967.0,6,rent,20000.0,debt_consolidation,14.11,4.0,662,no,1
24,female,high_school,73202.0,1,rent,20000.0,personal,11.14,2.0,536,no,1
21,male,associate,25710.0,0,own,2400.0,medical,11.49,4.0,623,no,0
24,female,bachelor,73058.0,3,rent,20000.0,personal,13.87,4.0,647,no,1
26,male,high_school,72650.0,3,rent,20000.0,home_improvement,10.08,4.0,606,no,1
23,male,high_school,66301.0,2,rent,20000.0,personal,16.7,4.0,645,no,1
24,male,high_school,66951.0,2,rent,20000.0,venture,18.64,2.0,632,no,1
24,female,bachelor,73899.0,0,rent,20000.0,home_improvement,12.18,4.0,634,no,1
